tsx,us,settlement_date,publish_date,si,si_prev,adv,dtc,change_pct,issue_name
BNS.TO,BNS,2025-11-14,2025-11-27,19764863,20322347,1432111,13.8,-2.74,Bank of Nova Scotia
BNS.TO,BNS,2025-11-28,2025-12-11,12890273,19692919,1678881,7.68,-34.54,Bank of Nova Scotia
BNS.TO,BNS,2025-12-15,2025-12-26,13794839,12890273,1870305,7.38,7.02,Bank of Nova Scotia
BNS.TO,BNS,2025-12-31,2026-01-13,18512659,13794839,2092334,8.85,34.2,Bank of Nova Scotia
BNS.TO,BNS,2026-01-15,2026-01-28,18153692,18512659,2486627,7.3,-1.94,Bank of Nova Scotia
BNS.TO,BNS,2026-01-30,2026-02-12,7520099,18153692,1919042,3.92,-58.58,Bank of Nova Scotia
BNS.TO,BNS,2026-02-13,2026-02-26,5421821,7520099,1715520,3.16,-27.9,Bank of Nova Scotia
BNS.TO,BNS,2026-02-27,2026-03-12,5240205,5421821,2060791,2.54,-3.35,Bank of Nova Scotia
BNS.TO,BNS,2026-03-13,2026-03-26,6183278,5240205,2128381,2.91,18.0,Bank of Nova Scotia
BNS.TO,BNS,2026-03-31,2026-04-13,11756111,6183278,2179883,5.39,90.13,Bank of Nova Scotia
BNS.TO,BNS,2026-04-15,2026-04-28,8650864,11756111,4058917,2.13,-26.41,Bank of Nova Scotia
BNS.TO,BNS,2026-04-30,2026-05-13,6033471,8650864,2398014,2.52,-30.26,Bank of Nova Scotia
BNS.TO,BNS,2026-05-15,2026-05-28,6120224,6033471,1674112,3.66,1.44,Bank of Nova Scotia
BNS.TO,BNS,2026-05-29,2026-06-11,6727220,6120224,2553122,2.63,9.92,Bank of Nova Scotia
BNS.TO,BNS,2026-06-15,2026-06-26,7345050,6727220,2389650,3.07,9.18,Bank of Nova Scotia
BNS.TO,BNS,2026-06-30,2026-07-13,8050252,7345050,3169623,2.54,9.6,Bank of Nova Scotia
BNS.TO,BNS,2026-07-15,2026-07-28,11451356,8050252,3270913,3.5,42.25,Bank of Nova Scotia
BNS.TO,BNS,2026-07-31,2026-08-13,9864440,11451356,2230323,4.42,-13.86,Bank of Nova Scotia
BNS.TO,BNS,2026-08-14,2026-08-27,7323637,9864440,2212182,3.31,-25.76,Bank of Nova Scotia
CM.TO,CM,2017-12-29,2018-01-11,6938113,6992514,441689,15.71,-0.78,Canadian Imperial Bk Of Commer
CM.TO,CM,2018-01-12,2018-01-25,6685287,6938113,337448,19.81,-3.64,Canadian Imperial Bk Of Commer
CM.TO,CM,2018-01-31,2018-02-13,6298973,6685287,333653,18.88,-5.78,Canadian Imperial Bk Of Commer
CM.TO,CM,2018-02-15,2018-02-28,7409068,6298973,429529,17.25,17.62,Canadian Imperial Bk Of Commer
CM.TO,CM,2018-02-28,2018-03-13,8121354,7409068,493809,16.45,9.61,Canadian Imperial Bk Of Commer
CM.TO,CM,2018-03-15,2018-03-28,8337105,8121354,396026,21.05,2.66,Canadian Imperial Bk Of Commer
CM.TO,CM,2018-03-29,2018-04-11,9674372,8337105,648350,14.92,16.04,Canadian Imperial Bank of Comm
CM.TO,CM,2018-04-13,2018-04-26,9875523,9674372,352210,28.04,2.08,Canadian Imperial Bank of Comm
CM.TO,CM,2018-04-30,2018-05-11,9501860,9875523,269807,35.22,-3.78,Canadian Imperial Bank of Comm
CM.TO,CM,2018-05-15,2018-05-28,8715612,9501860,239994,36.32,-8.27,Canadian Imperial Bank of Comm
CM.TO,CM,2018-05-31,2018-06-13,9307017,8715612,318230,29.25,6.79,Canadian Imperial Bank of Comm
CM.TO,CM,2018-06-15,2018-06-28,9606639,9307017,264513,36.32,3.22,Canadian Imperial Bank of Comm
CM.TO,CM,2018-06-29,2018-07-12,9570196,9606639,252196,37.95,-0.38,Canadian Imperial Bank of Comm
CM.TO,CM,2018-07-13,2018-07-26,9429149,9570196,212035,44.47,-1.47,Canadian Imperial Bank of Comm
CM.TO,CM,2018-07-31,2018-08-13,9247820,9429149,287948,32.12,-1.92,Canadian Imperial Bank of Comm
CM.TO,CM,2018-08-15,2018-08-28,8880201,9247820,281596,31.54,-3.98,Canadian Imperial Bank of Comm
CM.TO,CM,2018-08-31,2018-09-13,9054817,8880201,500004,18.11,1.97,Canadian Imperial Bank of Comm
CM.TO,CM,2018-09-14,2018-09-27,8496091,9054817,385500,22.04,-6.17,Canadian Imperial Bank of Comm
CM.TO,CM,2018-09-28,2018-10-11,7445169,8496091,483514,15.4,-12.37,Canadian Imperial Bank of Comm
CM.TO,CM,2018-10-15,2018-10-26,7412945,7445169,657807,11.27,-0.43,Canadian Imperial Bank of Comm
CM.TO,CM,2018-10-31,2018-11-13,6752042,7412945,345767,19.53,-8.92,Canadian Imperial Bank of Comm
CM.TO,CM,2018-11-15,2018-11-28,6849063,6752042,310869,22.03,1.44,Canadian Imperial Bank of Comm
CM.TO,CM,2018-11-30,2018-12-13,7013909,6849063,335483,20.91,2.41,Canadian Imperial Bank of Comm
CM.TO,CM,2018-12-14,2018-12-27,7815675,7013909,581123,13.45,11.43,Canadian Imperial Bank of Comm
CM.TO,CM,2018-12-31,2019-01-11,8649904,7815675,538785,16.05,10.67,Canadian Imperial Bank of Comm
CM.TO,CM,2019-01-15,2019-01-28,9188591,8649904,385138,23.86,6.23,Canadian Imperial Bank of Comm
CM.TO,CM,2019-01-31,2019-02-13,9567096,9188591,332026,28.81,4.12,Canadian Imperial Bank of Comm
CM.TO,CM,2019-02-15,2019-02-28,9577115,9567096,333688,28.7,0.1,Canadian Imperial Bank of Comm
CM.TO,CM,2019-02-28,2019-03-13,9342639,9577115,458868,20.36,-2.45,Canadian Imperial Bank of Comm
CM.TO,CM,2019-03-15,2019-03-28,9728125,9342639,349384,27.84,4.13,Canadian Imperial Bank of Comm
CM.TO,CM,2019-03-29,2019-04-11,10432854,9728125,542530,19.23,7.24,Canadian Imperial Bank of Comm
CM.TO,CM,2019-04-15,2019-04-26,9738431,10432854,432713,22.51,-6.66,Canadian Imperial Bank of Comm
CM.TO,CM,2019-04-30,2019-05-13,9121468,9738431,339667,26.85,-6.34,Canadian Imperial Bank of Comm
CM.TO,CM,2019-05-15,2019-05-28,8972439,9121468,343753,26.1,-1.63,Canadian Imperial Bank of Comm
CM.TO,CM,2019-05-31,2019-06-13,9201166,8972439,476365,19.32,2.55,Canadian Imperial Bank of Comm
CM.TO,CM,2019-06-14,2019-06-27,8143919,9201166,515017,15.81,-11.49,Canadian Imperial Bank of Comm
CM.TO,CM,2019-06-28,2019-07-11,10519115,8143919,475865,22.11,29.17,Canadian Imperial Bank of Comm
CM.TO,CM,2019-07-15,2019-07-26,7734730,10519115,315978,24.48,-26.47,Canadian Imperial Bank of Comm
CM.TO,CM,2019-07-31,2019-08-13,7394257,7734730,266873,27.71,-4.4,Canadian Imperial Bank of Comm
CM.TO,CM,2019-08-15,2019-08-28,7328892,7394257,368541,19.89,-0.88,Canadian Imperial Bank of Comm
CM.TO,CM,2019-08-30,2019-09-12,7456065,7328892,620997,12.01,1.74,Canadian Imperial Bank of Comm
CM.TO,CM,2019-09-13,2019-09-26,6941529,7456065,612946,11.32,-6.9,Canadian Imperial Bank of Comm
CM.TO,CM,2019-09-30,2019-10-11,9097460,6941529,853256,10.66,31.06,Canadian Imperial Bank of Comm
CM.TO,CM,2019-10-15,2019-10-28,6654213,9097460,485260,13.71,-26.86,Canadian Imperial Bank of Comm
CM.TO,CM,2019-10-31,2019-11-13,6411003,6654213,356881,17.96,-3.65,Canadian Imperial Bank of Comm
CM.TO,CM,2019-11-15,2019-11-28,6130746,6411003,556504,11.02,-4.37,Canadian Imperial Bank of Comm
CM.TO,CM,2019-11-29,2019-12-12,5942048,6130746,330204,18.0,-3.08,Canadian Imperial Bank of Comm
CM.TO,CM,2019-12-13,2019-12-26,6962271,5942048,579922,12.01,17.17,Canadian Imperial Bank of Comm
CM.TO,CM,2019-12-31,2020-01-13,6754964,6962271,311951,21.65,-2.98,Canadian Imperial Bank of Comm
CM.TO,CM,2020-01-15,2020-01-28,6192343,6754964,343337,18.04,-8.33,Canadian Imperial Bank of Comm
CM.TO,CM,2020-01-31,2020-02-13,5944398,6534623,323084,18.4,-9.03,Canadian Imperial Bank of Comm
CM.TO,CM,2020-02-14,2020-02-27,5917552,5944398,269700,21.94,-0.45,Canadian Imperial Bank of Comm
CM.TO,CM,2020-02-28,2020-03-12,6041889,5917552,654848,9.23,2.1,Canadian Imperial Bank of Comm
CM.TO,CM,2020-03-13,2020-03-26,7794941,6041889,858654,9.08,29.01,Canadian Imperial Bank of Comm
CM.TO,CM,2020-03-31,2020-04-13,9095757,7794941,1186759,7.66,16.69,Canadian Imperial Bank of Comm
CM.TO,CM,2020-04-15,2020-04-28,7787345,9095757,821386,9.48,-14.38,Canadian Imperial Bank of Comm
CM.TO,CM,2020-04-30,2020-05-13,7902264,7787345,681418,11.6,1.48,Canadian Imperial Bank of Comm
CM.TO,CM,2020-05-15,2020-05-28,8744508,8530263,569466,15.36,2.51,Canadian Imperial Bank of Comm
CM.TO,CM,2020-05-29,2020-06-11,7511982,8744508,581854,12.91,-14.09,Canadian Imperial Bank of Comm
CM.TO,CM,2020-06-15,2020-06-26,7102534,7511982,521389,13.62,-5.45,Canadian Imperial Bank of Comm
CM.TO,CM,2020-06-30,2020-07-13,7405404,7102534,699820,10.58,4.26,Canadian Imperial Bank of Comm
CM.TO,CM,2020-07-15,2020-07-28,6221442,7405404,340629,18.26,-15.99,Canadian Imperial Bank of Comm
CM.TO,CM,2020-07-31,2020-08-13,5204101,6221442,261869,19.87,-16.35,Canadian Imperial Bank of Comm
CM.TO,CM,2020-08-14,2020-08-27,4856937,5204101,226851,21.41,-6.67,Canadian Imperial Bank of Comm
CM.TO,CM,2020-08-31,2020-09-11,4965214,4856937,327716,15.15,2.23,Canadian Imperial Bank of Comm
CM.TO,CM,2020-09-15,2020-09-28,5733285,4965214,376711,15.22,15.47,Canadian Imperial Bank of Comm
CM.TO,CM,2020-09-30,2020-10-13,8157308,5733285,518222,15.74,42.28,Canadian Imperial Bank of Comm
CM.TO,CM,2020-10-15,2020-10-28,5421406,8157308,255262,21.24,-33.54,Canadian Imperial Bank of Comm
CM.TO,CM,2020-10-30,2020-11-12,5197112,5421406,233958,22.21,-4.14,Canadian Imperial Bank of Comm
CM.TO,CM,2020-11-13,2020-11-26,4984796,5197112,285810,17.44,-4.09,Canadian Imperial Bank of Comm
CM.TO,CM,2020-11-30,2020-12-11,3959860,4984796,261939,15.12,-20.56,Canadian Imperial Bank of Comm
CM.TO,CM,2020-12-15,2020-12-28,3865916,3959860,261809,14.77,-2.37,Canadian Imperial Bank of Comm
CM.TO,CM,2020-12-31,2021-01-13,3892525,3865916,345294,11.27,0.69,Canadian Imperial Bank of Comm
CM.TO,CM,2021-01-15,2021-01-28,3879479,3892525,335731,11.56,-0.34,Canadian Imperial Bank of Comm
CM.TO,CM,2021-01-29,2021-02-11,4433541,3879479,335090,13.23,14.28,Canadian Imperial Bank of Comm
CM.TO,CM,2021-02-12,2021-02-25,4147921,4433541,235166,17.64,-6.44,Canadian Imperial Bank of Comm
CM.TO,CM,2021-02-26,2021-03-11,4080780,4147921,489072,8.34,-1.62,Canadian Imperial Bank of Comm
CM.TO,CM,2021-03-15,2021-03-26,4091579,4080780,667317,6.13,0.26,Canadian Imperial Bank of Comm
CM.TO,CM,2021-03-31,2021-04-13,4367722,4091579,834257,5.24,6.75,Canadian Imperial Bank of Comm
CM.TO,CM,2021-04-15,2021-04-28,3642671,4367722,423038,8.61,-16.6,Canadian Imperial Bank of Comm
CM.TO,CM,2021-04-30,2021-05-13,3531656,3642671,467967,7.55,-3.05,Canadian Imperial Bank of Comm
CM.TO,CM,2021-05-14,2021-05-27,4007477,3531656,393596,10.18,13.47,Canadian Imperial Bank of Comm
CM.TO,CM,2021-05-28,2021-06-10,3549637,4007477,453664,7.82,-11.42,Canadian Imperial Bank of Comm
CM.TO,CM,2021-06-15,2021-06-28,3608753,3548337,513894,7.02,1.7,Canadian Imperial Bank of Comm
CM.TO,CM,2021-06-30,2021-07-13,3964840,3608753,926787,4.28,9.87,Canadian Imperial Bank of Comm
CM.TO,CM,2021-07-15,2021-07-28,3364355,3964840,278652,12.07,-15.15,Canadian Imperial Bank of Comm
CM.TO,CM,2021-07-30,2021-08-12,3354628,3364355,283665,11.83,-0.29,Canadian Imperial Bank of Comm
CM.TO,CM,2021-08-13,2021-08-26,2789790,3354628,295720,9.43,-16.84,Canadian Imperial Bank of Comm
CM.TO,CM,2021-08-31,2021-09-13,3153868,2789790,430446,7.33,13.05,Canadian Imperial Bank of Comm
CM.TO,CM,2021-09-15,2021-09-28,3107311,3153868,292686,10.62,-1.48,Canadian Imperial Bank of Comm
CM.TO,CM,2021-09-30,2021-10-13,4049348,3107311,639256,6.33,30.32,Canadian Imperial Bank of Comm
CM.TO,CM,2021-10-15,2021-10-28,4008233,4049348,477569,8.39,-1.02,Canadian Imperial Bank of Comm
CM.TO,CM,2021-10-29,2021-11-11,3605460,4008233,308034,11.7,-10.05,Canadian Imperial Bank of Comm
CM.TO,CM,2021-11-15,2021-11-26,3182166,3605460,692456,4.6,-11.74,Canadian Imperial Bank of Comm
CM.TO,CM,2021-11-30,2021-12-13,3075053,3182166,369410,8.32,-3.37,Canadian Imperial Bank of Comm
CM.TO,CM,2021-12-15,2021-12-28,3117989,3075053,472772,6.6,1.4,Canadian Imperial Bank of Comm
CM.TO,CM,2021-12-31,2022-01-13,4298473,3117989,541224,7.94,37.86,Canadian Imperial Bank of Comm
CM.TO,CM,2022-01-14,2022-01-27,2611362,4298473,467561,5.59,-39.25,Canadian Imperial Bank of Comm
CM.TO,CM,2022-01-31,2022-02-11,2030479,2611362,538207,3.77,-22.24,Canadian Imperial Bank of Comm
CM.TO,CM,2022-02-15,2022-02-28,1869165,2030479,412324,4.53,-7.94,Canadian Imperial Bank of Comm
CM.TO,CM,2022-02-28,2022-03-11,2742396,1869165,584073,4.7,46.72,Canadian Imperial Bank of Comm
CM.TO,CM,2022-03-15,2022-03-28,2926044,2742396,526310,5.56,6.7,Canadian Imperial Bank of Comm
CM.TO,CM,2022-03-31,2022-04-13,8024525,2926044,716928,11.19,174.24,Canadian Imperial Bank of Comm
CM.TO,CM,2022-04-14,2022-04-27,6830339,8024525,563533,12.12,-14.88,Canadian Imperial Bank of Comm
CM.TO,CM,2022-04-29,2022-05-12,3642316,6830339,417503,8.72,-46.67,Canadian Imperial Bank of Comm
CM.TO,CM,2022-05-13,2022-05-26,4164644,3642316,434119,9.59,14.34,Canadian Imperial Bank of Comm
CM.TO,CM,2022-05-31,2022-06-13,8811867,4164644,900827,9.78,111.59,Canadian Imperial Bank of Comm
CM.TO,CM,2022-06-15,2022-06-28,11726907,8811867,766211,15.31,33.08,Canadian Imperial Bank of Comm
CM.TO,CM,2022-06-30,2022-07-13,31052510,11726907,1444561,21.5,164.8,Canadian Imperial Bank of Comm
CM.TO,CM,2022-07-15,2022-07-28,22900423,31052510,783427,29.23,-26.25,Canadian Imperial Bank of Comm
CM.TO,CM,2022-07-29,2022-08-11,13105783,22900423,680237,19.27,-42.77,Canadian Imperial Bank of Comm
CM.TO,CM,2022-08-15,2022-08-26,10934686,13105783,558744,19.57,-16.57,Canadian Imperial Bank of Comm
CM.TO,CM,2022-08-31,2022-09-13,9901234,10934686,715549,13.84,-9.45,Canadian Imperial Bank of Comm
CM.TO,CM,2022-09-15,2022-09-28,20328533,9901234,891687,22.8,105.31,Canadian Imperial Bank of Comm
CM.TO,CM,2022-09-30,2022-10-13,43972100,20328533,1662581,26.45,116.31,Canadian Imperial Bank of Comm
CM.TO,CM,2022-10-14,2022-10-27,37286273,43972100,1353470,27.55,-15.2,Canadian Imperial Bank of Comm
CM.TO,CM,2022-10-31,2022-11-11,17563426,37286273,842645,20.84,-52.9,Canadian Imperial Bank of Comm
CM.TO,CM,2022-11-15,2022-11-28,15583124,17563426,796280,19.57,-11.28,Canadian Imperial Bank of Comm
CM.TO,CM,2022-11-30,2022-12-13,11707826,15583124,623129,18.79,-24.87,Canadian Imperial Bank of Comm
CM.TO,CM,2022-12-15,2022-12-28,21018281,11707826,1265359,16.61,79.52,Canadian Imperial Bank of Comm
CM.TO,CM,2022-12-30,2023-01-12,26404770,21018281,1360170,19.41,25.63,Canadian Imperial Bank of Comm
CM.TO,CM,2023-01-13,2023-01-26,15641261,26404770,798256,19.59,-40.76,Canadian Imperial Bank of Comm
CM.TO,CM,2023-01-31,2023-02-13,6549508,15641261,878278,7.46,-58.13,Canadian Imperial Bank of Comm
CM.TO,CM,2023-02-15,2023-02-28,6522910,6549508,753020,8.66,-0.41,Canadian Imperial Bank of Comm
CM.TO,CM,2023-02-28,2023-03-13,8078701,6522910,1345034,6.01,23.85,Canadian Imperial Bank of Comm
CM.TO,CM,2023-03-15,2023-03-28,15366389,8078701,1365361,11.25,90.21,Canadian Imperial Bank of Comm
CM.TO,CM,2023-03-31,2023-04-13,19209000,15366389,2027309,9.48,25.01,Canadian Imperial Bank of Comm
CM.TO,CM,2023-04-14,2023-04-27,13660925,19209000,782731,17.45,-28.88,Canadian Imperial Bank of Comm
CM.TO,CM,2023-04-28,2023-05-11,11336683,13660925,989880,11.45,-17.01,Canadian Imperial Bank of Comm
CM.TO,CM,2023-05-15,2023-05-26,10907967,11336683,1166708,9.35,-3.78,Canadian Imperial Bank of Comm
CM.TO,CM,2023-05-31,2023-06-13,9823923,10907967,968977,10.14,-9.94,Canadian Imperial Bank of Comm
CM.TO,CM,2023-06-15,2023-06-28,13029787,9823923,1083957,12.02,32.63,Canadian Imperial Bank of Comm
CM.TO,CM,2023-06-30,2023-07-13,19934228,13029787,1912108,10.43,52.99,Canadian Imperial Bank of Comm
CM.TO,CM,2023-07-14,2023-07-27,15650977,19934228,1114023,14.05,-21.49,Canadian Imperial Bank of Comm
CM.TO,CM,2023-07-31,2023-08-11,8002852,15651301,1014251,7.89,-48.87,Canadian Imperial Bank of Comm
CM.TO,CM,2023-08-15,2023-08-28,8659028,8002852,994561,8.71,8.2,Canadian Imperial Bank of Comm
CM.TO,CM,2023-08-31,2023-09-13,12852440,8659028,1339013,9.6,48.43,Canadian Imperial Bank of Comm
CM.TO,CM,2023-09-15,2023-09-28,15386717,12852440,1255662,12.25,19.72,Canadian Imperial Bank of Comm
CM.TO,CM,2023-09-29,2023-10-12,21159315,15386717,1985328,10.66,37.52,Canadian Imperial Bank of Comm
CM.TO,CM,2023-10-13,2023-10-26,18392936,21159315,1556466,11.82,-13.07,Canadian Imperial Bank of Comm
CM.TO,CM,2023-10-31,2023-11-13,12904926,18392936,1548677,8.33,-29.84,Canadian Imperial Bank of Comm
CM.TO,CM,2023-11-15,2023-11-28,13258792,12904926,1335803,9.93,2.74,Canadian Imperial Bank of Comm
CM.TO,CM,2023-11-30,2023-12-13,12178261,13258792,1429946,8.52,-8.15,Canadian Imperial Bank of Comm
CM.TO,CM,2023-12-15,2023-12-28,15058888,12178261,1475527,10.21,23.65,Canadian Imperial Bank of Comm
CM.TO,CM,2023-12-29,2024-01-11,25690100,15058888,2351691,10.92,70.6,Canadian Imperial Bank of Comm
CM.TO,CM,2024-01-12,2024-01-25,9277199,25690100,1471853,6.3,-63.89,Canadian Imperial Bank of Comm
CM.TO,CM,2024-01-31,2024-02-13,8432382,9277199,1400005,6.02,-9.11,Canadian Imperial Bank of Comm
CM.TO,CM,2024-02-15,2024-02-28,10252462,8432382,1826523,5.61,21.58,Canadian Imperial Bank of Comm
CM.TO,CM,2024-02-29,2024-03-13,9864582,10252462,2501106,3.94,-3.78,Canadian Imperial Bank of Comm
CM.TO,CM,2024-03-15,2024-03-28,15897621,9878637,2487006,6.39,60.93,Canadian Imperial Bank of Comm
CM.TO,CM,2024-03-28,2024-04-10,30023207,15897621,1982215,15.15,88.85,Canadian Imperial Bank of Comm
CM.TO,CM,2024-04-15,2024-04-26,12755635,30023207,1350120,9.45,-57.51,Canadian Imperial Bank of Comm
CM.TO,CM,2024-04-30,2024-05-13,12854657,12755635,1322708,9.72,0.78,Canadian Imperial Bank of Comm
CM.TO,CM,2024-05-15,2024-05-28,10732487,12854657,836993,12.82,-16.51,Canadian Imperial Bank of Comm
CM.TO,CM,2024-05-31,2024-06-13,13624426,10732487,1312356,10.38,26.95,Canadian Imperial Bank of Comm
CM.TO,CM,2024-06-14,2024-06-27,18745630,13624426,1379728,13.59,37.59,Canadian Imperial Bank of Comm
CM.TO,CM,2024-06-28,2024-07-11,33128703,18745630,1068241,31.01,76.73,Canadian Imperial Bank of Comm
CM.TO,CM,2024-07-15,2024-07-26,18398082,33128703,1596736,11.52,-44.46,Canadian Imperial Bank of Comm
CM.TO,CM,2024-07-31,2024-08-13,9017675,18398082,888687,10.15,-50.99,Canadian Imperial Bank of Comm
CM.TO,CM,2024-08-15,2024-08-28,14638662,9017675,973177,15.04,62.33,Canadian Imperial Bank of Comm
CM.TO,CM,2024-08-30,2024-09-12,17237491,14638662,1380874,12.48,17.75,Canadian Imperial Bank of Comm
CM.TO,CM,2024-09-13,2024-09-26,19455110,17237491,1725197,11.28,12.87,Canadian Imperial Bank of Comm
CM.TO,CM,2024-09-30,2024-10-11,19527745,19455110,1232248,15.85,0.37,Canadian Imperial Bank of Comm
CM.TO,CM,2024-10-15,2024-10-28,11380194,19527745,1494027,7.62,-41.72,Canadian Imperial Bank of Comm
CM.TO,CM,2024-10-31,2024-11-13,13404982,11380194,810410,16.54,17.79,Canadian Imperial Bank of Comm
CM.TO,CM,2024-11-15,2024-11-28,14439648,13404982,689046,20.96,7.72,Canadian Imperial Bank of Comm
CM.TO,CM,2024-11-29,2024-12-12,16173888,14439648,690960,23.41,12.01,Canadian Imperial Bank of Comm
CM.TO,CM,2024-12-13,2024-12-26,15419942,16173888,1325985,11.63,-4.66,Canadian Imperial Bank of Comm
CM.TO,CM,2024-12-31,2025-01-13,21974818,15419942,959771,22.9,42.51,Canadian Imperial Bank of Comm
CM.TO,CM,2025-01-15,2025-01-28,15250129,21974818,1286051,11.86,-30.6,Canadian Imperial Bank of Comm
CM.TO,CM,2025-01-31,2025-02-13,13372711,15250129,935608,14.29,-12.31,Canadian Imperial Bank of Comm
CM.TO,CM,2025-02-14,2025-02-27,14661583,13372711,945716,15.5,9.64,Canadian Imperial Bank of Comm
CM.TO,CM,2025-02-28,2025-03-13,16862418,14661583,750466,22.47,15.01,Canadian Imperial Bank of Comm
CM.TO,CM,2025-03-14,2025-03-27,35370282,16862418,1140131,31.02,109.76,Canadian Imperial Bank of Comm
CM.TO,CM,2025-03-31,2025-04-11,38490613,35370282,1488520,25.86,8.82,Canadian Imperial Bank of Comm
CM.TO,CM,2025-04-15,2025-04-28,21186230,38490613,1443700,14.67,-44.96,Canadian Imperial Bank of Comm
CM.TO,CM,2025-04-30,2025-05-13,14237033,21186230,1017013,14.0,-32.8,Canadian Imperial Bank of Comm
CM.TO,CM,2025-05-15,2025-05-28,19814477,14237033,664110,29.84,39.18,Canadian Imperial Bank of Comm
CM.TO,CM,2025-05-30,2025-06-12,19663977,19814477,1247699,15.76,-0.76,Canadian Imperial Bank of Comm
CM.TO,CM,2025-06-13,2025-06-26,19074646,19663977,876463,21.76,-3.0,Canadian Imperial Bank of Comm
CM.TO,CM,2025-06-30,2025-07-11,21412867,19074646,2061020,10.39,12.26,Canadian Imperial Bank of Comm
CM.TO,CM,2025-07-15,2025-07-28,15111326,21412867,1103116,13.7,-29.43,Canadian Imperial Bank of Comm
CM.TO,CM,2025-07-31,2025-08-13,14654612,15111326,1523213,9.62,-3.02,Canadian Imperial Bank of Comm
CM.TO,CM,2025-08-15,2025-08-28,14149632,14654612,1057185,13.38,-3.45,Canadian Imperial Bank of Comm
CM.TO,CM,2025-08-29,2025-09-11,12295858,14149632,1588312,7.74,-13.1,Canadian Imperial Bank of Comm
CM.TO,CM,2025-09-15,2025-09-26,14015592,12295858,943178,14.86,13.99,Canadian Imperial Bank of Comm
CM.TO,CM,2025-09-30,2025-10-13,14274891,14015592,1190783,11.99,1.85,Canadian Imperial Bank of Comm
CM.TO,CM,2025-10-15,2025-10-28,14079595,14274891,945554,14.89,-1.37,Canadian Imperial Bank of Comm
CM.TO,CM,2025-10-31,2025-11-13,11136014,14079595,665898,16.72,-20.91,Canadian Imperial Bank of Comm
CM.TO,CM,2025-11-14,2025-11-27,10014570,11136014,819080,12.23,-10.07,Canadian Imperial Bank of Comm
CM.TO,CM,2025-11-28,2025-12-11,9296722,9223822,1055262,8.81,0.79,Canadian Imperial Bank of Comm
CM.TO,CM,2025-12-15,2025-12-26,9006075,9296722,1134926,7.94,-3.13,Canadian Imperial Bank of Comm
CM.TO,CM,2025-12-31,2026-01-13,16434977,9006075,1551745,10.59,82.49,Canadian Imperial Bank of Comm
CM.TO,CM,2026-01-15,2026-01-28,12854290,16434977,1143852,11.24,-21.79,Canadian Imperial Bank of Comm
CM.TO,CM,2026-01-30,2026-02-12,9102010,12854290,1090976,8.34,-29.19,Canadian Imperial Bank of Comm
CM.TO,CM,2026-02-13,2026-02-26,8816053,9102010,895102,9.85,-3.14,Canadian Imperial Bank of Comm
CM.TO,CM,2026-02-27,2026-03-12,8186323,8816053,1175936,6.96,-7.14,Canadian Imperial Bank of Comm
CM.TO,CM,2026-03-13,2026-03-26,8967238,8186323,1280896,7.0,9.54,Canadian Imperial Bank of Comm
CM.TO,CM,2026-03-31,2026-04-13,12047263,8967238,1948725,6.18,34.35,Canadian Imperial Bank of Comm
CM.TO,CM,2026-04-15,2026-04-28,9468863,12047263,1311543,7.22,-21.4,Canadian Imperial Bank of Comm
CM.TO,CM,2026-04-30,2026-05-13,8694158,9468863,1719510,5.06,-8.18,Canadian Imperial Bank of Comm
CM.TO,CM,2026-05-15,2026-05-28,9448013,8694158,953439,9.91,8.67,Canadian Imperial Bank of Comm
CM.TO,CM,2026-05-29,2026-06-11,10350474,9448013,1069561,9.68,9.55,Canadian Imperial Bank of Comm
CM.TO,CM,2026-06-15,2026-06-26,10953742,10350474,1160352,9.44,5.83,Canadian Imperial Bank of Comm
CM.TO,CM,2026-06-30,2026-07-13,12895272,10953742,2325676,5.54,17.72,Canadian Imperial Bank of Comm
CM.TO,CM,2026-07-15,2026-07-28,11805673,12895272,1483098,7.96,-8.45,Canadian Imperial Bank of Comm
CM.TO,CM,2026-07-31,2026-08-13,14628227,11805673,982413,14.89,23.91,Canadian Imperial Bank of Comm
CM.TO,CM,2026-08-14,2026-08-27,14408143,14628227,833302,17.29,-1.5,Canadian Imperial Bank of Comm
CNQ.TO,CNQ,2017-12-29,2018-01-11,9461881,9524818,1663510,5.69,-0.66,Canadian Natural Resource Ltd.
CNQ.TO,CNQ,2018-01-12,2018-01-25,9099963,9461881,2083354,4.37,-3.83,Canadian Natural Resource Ltd.
CNQ.TO,CNQ,2018-01-31,2018-02-13,8850493,9099963,2370273,3.73,-2.74,Canadian Natural Resource Ltd.
CNQ.TO,CNQ,2018-02-15,2018-02-28,6089987,8850493,3497795,1.74,-31.19,Canadian Natural Resource Ltd.
CNQ.TO,CNQ,2018-02-28,2018-03-13,6203780,6089987,1939366,3.2,1.87,Canadian Natural Resource Ltd.
CNQ.TO,CNQ,2018-03-15,2018-03-28,4798322,6203780,2243372,2.14,-22.65,Canadian Natural Resource Ltd.
CNQ.TO,CNQ,2018-03-29,2018-04-11,3426239,4798322,2751347,1.25,-28.6,Canadian Natural Resources Lim
CNQ.TO,CNQ,2018-04-13,2018-04-26,4954351,3426239,3034201,1.63,44.6,Canadian Natural Resources Lim
CNQ.TO,CNQ,2018-04-30,2018-05-11,5489598,4954351,2002919,2.74,10.8,Canadian Natural Resources Lim
