tsx,us,settlement_date,publish_date,si,si_prev,adv,dtc,change_pct,issue_name
ABX.TO,GOLD,2019-01-15,2019-01-28,19699434,2359626,16589755,1.19,734.85,Barrick Gold Corp.
ABX.TO,GOLD,2019-01-31,2019-02-13,19439473,19699434,13901609,1.4,-1.32,Barrick Gold Corp.
ABX.TO,GOLD,2019-02-15,2019-02-28,18895730,19439473,13569537,1.39,-2.8,Barrick Gold Corp.
ABX.TO,GOLD,2019-02-28,2019-03-13,20402608,18895730,21685153,1.0,7.97,Barrick Gold Corp.
ABX.TO,GOLD,2019-03-15,2019-03-28,24476692,20402608,15589938,1.57,19.97,Barrick Gold Corp.
ABX.TO,GOLD,2019-03-29,2019-04-11,24753012,24476692,16757355,1.48,1.13,Barrick Gold Corp.
ABX.TO,GOLD,2019-04-15,2019-04-26,23391830,24753012,11198581,2.09,-5.5,Barrick Gold Corp.
ABX.TO,GOLD,2019-04-30,2019-05-13,21022179,23391830,10291391,2.04,-10.13,Barrick Gold Corp.
ABX.TO,GOLD,2019-05-15,2019-05-28,22833803,21022179,13172785,1.73,8.62,Barrick Gold Corp.
ABX.TO,GOLD,2019-05-31,2019-06-13,22259694,22833803,11809615,1.88,-2.51,Barrick Gold Corp.
ABX.TO,GOLD,2019-06-14,2019-06-27,25891160,22259694,15796226,1.64,16.31,Barrick Gold Corp.
ABX.TO,GOLD,2019-06-28,2019-07-11,27980172,25891160,22328084,1.25,8.07,Barrick Gold Corp.
ABX.TO,GOLD,2019-07-15,2019-07-26,30367370,27980172,14850110,2.04,8.53,Barrick Gold Corp.
ABX.TO,GOLD,2019-07-31,2019-08-13,28972389,30367370,17191103,1.69,-4.59,Barrick Gold Corp.
ABX.TO,GOLD,2019-08-15,2019-08-28,30998688,28972389,19092680,1.62,6.99,Barrick Gold Corp.
ABX.TO,GOLD,2019-08-30,2019-09-12,32418296,30998688,16340773,1.98,4.58,Barrick Gold Corp.
ABX.TO,GOLD,2019-09-13,2019-09-26,27107956,32418296,20772634,1.3,-16.38,Barrick Gold Corp.
ABX.TO,GOLD,2019-09-30,2019-10-11,35415084,27107956,16188421,2.19,30.64,Barrick Gold Corp.
ABX.TO,GOLD,2019-10-15,2019-10-28,32943096,35415084,13733154,2.4,-6.98,Barrick Gold Corp.
ABX.TO,GOLD,2019-10-31,2019-11-13,28347147,32943096,10769281,2.63,-13.95,Barrick Gold Corp.
ABX.TO,GOLD,2019-11-15,2019-11-28,29504372,28347147,12462000,2.37,4.08,Barrick Gold Corp.
ABX.TO,GOLD,2019-11-29,2019-12-12,29683439,29504372,8946592,3.32,0.61,Barrick Gold Corp.
ABX.TO,GOLD,2019-12-13,2019-12-26,30481348,29683439,10412881,2.93,2.69,Barrick Gold Corp.
ABX.TO,GOLD,2019-12-31,2020-01-13,27576969,30481348,8703804,3.17,-9.53,Barrick Gold Corp.
ABX.TO,GOLD,2020-01-15,2020-01-28,27601785,27576969,10054963,2.75,0.09,Barrick Gold Corp.
ABX.TO,GOLD,2020-01-31,2020-02-13,27501237,29284010,12076184,2.28,-6.09,Barrick Gold Corp.
ABX.TO,GOLD,2020-02-14,2020-02-27,25084358,27501237,9658453,2.6,-8.79,Barrick Gold Corp.
ABX.TO,GOLD,2020-02-28,2020-03-12,25667506,25084358,25333320,1.01,2.32,Barrick Gold Corp.
ABX.TO,GOLD,2020-03-13,2020-03-26,23038696,25667506,23944673,1.0,-10.24,Barrick Gold Corp.
ABX.TO,GOLD,2020-03-31,2020-04-13,17223455,23038696,25888835,1.0,-25.24,Barrick Gold Corp.
ABX.TO,GOLD,2020-04-15,2020-04-28,17988974,17223455,20072905,1.0,4.44,Barrick Gold Corp.
ABX.TO,GOLD,2020-04-30,2020-05-13,18442104,17988974,19627511,1.0,2.52,Barrick Gold Corp.
ABX.TO,GOLD,2020-05-15,2020-05-28,18981321,19908666,14686976,1.29,-4.66,Barrick Gold Corp.
ABX.TO,GOLD,2020-05-29,2020-06-11,19061753,18981321,19006308,1.0,0.42,Barrick Gold Corp.
ABX.TO,GOLD,2020-06-15,2020-06-26,19548065,19061753,19212604,1.02,2.55,Barrick Gold Corp.
ABX.TO,GOLD,2020-06-30,2020-07-13,14280634,19548065,13016116,1.1,-26.95,Barrick Gold Corp.
ABX.TO,GOLD,2020-07-15,2020-07-28,14746095,14280634,12221697,1.21,3.26,Barrick Gold Corp.
ABX.TO,GOLD,2020-07-31,2020-08-13,15143440,14746095,15691631,1.0,2.69,Barrick Gold Corp.
ABX.TO,GOLD,2020-08-14,2020-08-27,17092663,15143440,18007687,1.0,12.87,Barrick Gold Corp.
ABX.TO,GOLD,2020-08-31,2020-09-11,22988237,17092663,23430462,1.0,34.49,Barrick Gold Corp.
ABX.TO,GOLD,2020-09-15,2020-09-28,17908903,22988237,15571832,1.15,-22.1,Barrick Gold Corp.
ABX.TO,GOLD,2020-09-30,2020-10-13,17171359,17908903,16836181,1.02,-4.12,Barrick Gold Corp.
ABX.TO,GOLD,2020-10-15,2020-10-28,15742207,17171359,11692197,1.35,-8.32,Barrick Gold Corp.
ABX.TO,GOLD,2020-10-30,2020-11-12,16390690,15742207,11744567,1.4,4.12,Barrick Gold Corp.
ABX.TO,GOLD,2020-11-13,2020-11-26,14691535,16390690,19095655,1.0,-10.37,Barrick Gold Corp.
ABX.TO,GOLD,2020-11-30,2020-12-11,15569242,14691535,23384791,1.0,5.97,Barrick Gold Corp.
ABX.TO,GOLD,2020-12-15,2020-12-28,11579408,15569242,16317592,1.0,-25.63,Barrick Gold Corp.
ABX.TO,GOLD,2020-12-31,2021-01-13,12934067,11579408,14196293,1.0,11.7,Barrick Gold Corp.
ABX.TO,GOLD,2021-01-15,2021-01-28,15899745,12934067,22368468,1.0,22.93,Barrick Gold Corp.
ABX.TO,GOLD,2021-01-29,2021-02-11,10754472,15899745,15980983,1.0,-32.36,Barrick Gold Corp.
ABX.TO,GOLD,2021-02-12,2021-02-25,10494589,10754472,13483293,1.0,-2.42,Barrick Gold Corp.
ABX.TO,GOLD,2021-02-26,2021-03-11,16087753,10494589,24268090,1.0,53.3,Barrick Gold Corp.
ABX.TO,GOLD,2021-03-15,2021-03-26,18953976,16087753,18011443,1.05,17.82,Barrick Gold Corp.
ABX.TO,GOLD,2021-03-31,2021-04-13,13443526,18953976,16094067,1.0,-29.07,Barrick Gold Corp.
ABX.TO,GOLD,2021-04-15,2021-04-28,17347815,13443526,14798776,1.17,29.04,Barrick Gold Corp.
ABX.TO,GOLD,2021-04-30,2021-05-13,19978458,17347815,14004071,1.43,15.16,Barrick Gold Corp.
ABX.TO,GOLD,2021-05-14,2021-05-27,20769868,19978458,16065635,1.29,3.96,Barrick Gold Corp.
ABX.TO,GOLD,2021-05-28,2021-06-10,25807219,20769868,16546722,1.56,24.25,Barrick Gold Corp.
ABX.TO,GOLD,2021-06-15,2021-06-28,15555205,25801719,12929319,1.2,-39.71,Barrick Gold Corp.
ABX.TO,GOLD,2021-06-30,2021-07-13,24466067,15555205,16776536,1.46,57.29,Barrick Gold Corp.
ABX.TO,GOLD,2021-07-15,2021-07-28,28260194,24466067,12974728,2.18,15.51,Barrick Gold Corp.
ABX.TO,GOLD,2021-07-30,2021-08-12,22430391,28260194,13244013,1.69,-20.63,Barrick Gold Corp.
ABX.TO,GOLD,2021-08-13,2021-08-26,22417402,22430391,17298577,1.3,-0.06,Barrick Gold Corp.
ABX.TO,GOLD,2021-08-31,2021-09-13,18449832,22417402,14932999,1.24,-17.7,Barrick Gold Corp.
ABX.TO,GOLD,2021-09-15,2021-09-28,15479292,18449832,16488832,1.0,-16.1,Barrick Gold Corp.
ABX.TO,GOLD,2021-09-30,2021-10-13,17243351,15479292,22593512,1.0,11.4,Barrick Gold Corp.
ABX.TO,GOLD,2021-10-15,2021-10-28,19651038,17243351,17116359,1.15,13.96,Barrick Gold Corp.
ABX.TO,GOLD,2021-10-29,2021-11-11,21557220,19651038,14623460,1.47,9.7,Barrick Gold Corp.
ABX.TO,GOLD,2021-11-15,2021-11-26,20980925,21557220,18984046,1.11,-2.67,Barrick Gold Corp.
ABX.TO,GOLD,2021-11-30,2021-12-13,19918343,20980925,16936883,1.18,-5.06,Barrick Gold Corp.
ABX.TO,GOLD,2021-12-15,2021-12-28,15582101,19918343,18319710,1.0,-21.77,Barrick Gold Corp.
ABX.TO,GOLD,2021-12-31,2022-01-13,15346797,15582101,16493943,1.0,-1.51,Barrick Gold Corp.
ABX.TO,GOLD,2022-01-14,2022-01-27,16253504,15346797,15918786,1.02,5.91,Barrick Gold Corp.
ABX.TO,GOLD,2022-01-31,2022-02-11,14428965,16253504,21453119,1.0,-11.23,Barrick Gold Corp.
ABX.TO,GOLD,2022-02-15,2022-02-28,16840556,14428965,18510949,1.0,16.71,Barrick Gold Corp.
ABX.TO,GOLD,2022-02-28,2022-03-11,14137659,16840556,33821072,1.0,-16.05,Barrick Gold Corp.
ABX.TO,GOLD,2022-03-15,2022-03-28,21632676,14137659,32461926,1.0,53.01,Barrick Gold Corp.
ABX.TO,GOLD,2022-03-31,2022-04-13,17128880,21632676,19884342,1.0,-20.82,Barrick Gold Corp.
ABX.TO,GOLD,2022-04-14,2022-04-27,17885298,17128880,16057382,1.11,4.42,Barrick Gold Corp.
ABX.TO,GOLD,2022-04-29,2022-05-12,14346574,17885298,20341310,1.0,-19.79,Barrick Gold Corp.
ABX.TO,GOLD,2022-05-13,2022-05-26,15786859,14346574,20987183,1.0,10.04,Barrick Gold Corp.
ABX.TO,GOLD,2022-05-31,2022-06-13,18874291,15786859,17722561,1.06,19.56,Barrick Gold Corp.
ABX.TO,GOLD,2022-06-15,2022-06-28,29185558,18874291,16794209,1.74,54.63,Barrick Gold Corp.
ABX.TO,GOLD,2022-06-30,2022-07-13,33884681,29185558,20253164,1.67,16.1,Barrick Gold Corp.
ABX.TO,GOLD,2022-07-15,2022-07-28,31336591,33884681,22330185,1.4,-7.52,Barrick Gold Corp.
ABX.TO,GOLD,2022-07-29,2022-08-11,28344495,31336591,23927879,1.18,-9.55,Barrick Gold Corp.
ABX.TO,GOLD,2022-08-15,2022-08-26,42942036,28344495,21923036,1.96,51.5,Barrick Gold Corp.
ABX.TO,GOLD,2022-08-31,2022-09-13,91132180,42942036,21993630,4.14,112.22,Barrick Gold Corp.
ABX.TO,GOLD,2022-09-15,2022-09-28,62595769,91132180,18938106,3.31,-31.31,Barrick Gold Corp.
ABX.TO,GOLD,2022-09-30,2022-10-13,42299459,62595769,23637726,1.79,-32.42,Barrick Gold Corp.
ABX.TO,GOLD,2022-10-14,2022-10-27,39809521,42299459,24455261,1.63,-5.89,Barrick Gold Corp.
ABX.TO,GOLD,2022-10-31,2022-11-11,31985561,39809521,18913702,1.69,-19.65,Barrick Gold Corp.
ABX.TO,GOLD,2022-11-15,2022-11-28,44123570,31985561,29127987,1.51,37.95,Barrick Gold Corp.
ABX.TO,GOLD,2022-11-30,2022-12-13,57552245,44123570,16241605,3.54,30.43,Barrick Gold Corp.
ABX.TO,GOLD,2022-12-15,2022-12-28,33718205,57552245,21091978,1.6,-41.41,Barrick Gold Corp.
ABX.TO,GOLD,2022-12-30,2023-01-12,22288943,33718205,15697353,1.42,-33.9,Barrick Gold Corp.
ABX.TO,GOLD,2023-01-13,2023-01-26,26239454,22288943,18300588,1.43,17.72,Barrick Gold Corp.
ABX.TO,GOLD,2023-01-31,2023-02-13,36656012,26239454,19007602,1.93,39.7,Barrick Gold Corp.
ABX.TO,GOLD,2023-02-15,2023-02-28,48847696,36656012,18194168,2.68,33.26,Barrick Gold Corp.
ABX.TO,GOLD,2023-02-28,2023-03-13,57219200,48847696,18213059,3.14,17.14,Barrick Gold Corp.
ABX.TO,GOLD,2023-03-15,2023-03-28,16424386,57219200,20312320,1.0,-71.3,Barrick Gold Corp.
ABX.TO,GOLD,2023-03-31,2023-04-13,21091268,16424386,20035636,1.05,28.41,Barrick Gold Corp.
ABX.TO,GOLD,2023-04-14,2023-04-27,19743948,21091268,19447827,1.02,-6.39,Barrick Gold Corp.
ABX.TO,GOLD,2023-04-28,2023-05-11,12924078,19743948,13445417,1.0,-34.54,Barrick Gold Corp.
ABX.TO,GOLD,2023-05-15,2023-05-26,23291033,12924078,15350742,1.52,80.21,Barrick Gold Corp.
ABX.TO,GOLD,2023-05-31,2023-06-13,27674265,23291049,13958357,1.98,18.82,Barrick Gold Corp.
ABX.TO,GOLD,2023-06-15,2023-06-28,19444600,27674265,12660270,1.54,-29.74,Barrick Gold Corp.
ABX.TO,GOLD,2023-06-30,2023-07-13,15374182,19444600,16851947,1.0,-20.93,Barrick Gold Corp.
ABX.TO,GOLD,2023-07-14,2023-07-27,15268179,15374182,14416144,1.06,-0.69,Barrick Gold Corp.
ABX.TO,GOLD,2023-07-31,2023-08-11,14897956,15268179,11433712,1.3,-2.42,Barrick Gold Corp.
ABX.TO,GOLD,2023-08-15,2023-08-28,24978983,14897956,13417759,1.86,67.67,Barrick Gold Corp.
ABX.TO,GOLD,2023-08-31,2023-09-13,35747863,24978983,13218043,2.7,43.11,Barrick Gold Corp.
ABX.TO,GOLD,2023-09-15,2023-09-28,36862171,35747863,10536110,3.5,3.12,Barrick Gold Corp.
ABX.TO,GOLD,2023-09-29,2023-10-12,35262772,36862171,16760210,2.1,-4.34,Barrick Gold Corp.
ABX.TO,GOLD,2023-10-13,2023-10-26,37830380,35262772,18521389,2.04,7.28,Barrick Gold Corp.
ABX.TO,GOLD,2023-10-31,2023-11-13,30873031,37830380,19711254,1.57,-18.39,Barrick Gold Corp.
ABX.TO,GOLD,2023-11-15,2023-11-28,26920706,30873031,16379106,1.64,-12.8,Barrick Gold Corp.
ABX.TO,GOLD,2023-11-30,2023-12-13,26830972,26920706,16014928,1.68,-0.33,Barrick Gold Corp.
ABX.TO,GOLD,2023-12-15,2023-12-28,19960789,26830972,17591424,1.13,-25.61,Barrick Gold Corp.
ABX.TO,GOLD,2023-12-29,2024-01-11,14614081,19960789,14138533,1.03,-26.79,Barrick Gold Corp.
ABX.TO,GOLD,2024-01-12,2024-01-25,12320766,14614081,16818239,1.0,-15.69,Barrick Gold Corp.
ABX.TO,GOLD,2024-01-31,2024-02-13,12071133,12320766,19949002,1.0,-2.03,Barrick Gold Corp.
ABX.TO,GOLD,2024-02-15,2024-02-28,15610223,12071133,23609393,1.0,29.32,Barrick Gold Corp.
ABX.TO,GOLD,2024-02-29,2024-03-13,16072605,15610223,16835264,1.0,2.96,Barrick Gold Corp.
ABX.TO,GOLD,2024-03-15,2024-03-28,13167119,16072605,24089966,1.0,-18.08,Barrick Gold Corp.
ABX.TO,GOLD,2024-03-28,2024-04-10,12479851,13167119,20684264,1.0,-5.22,Barrick Gold Corp.
ABX.TO,GOLD,2024-04-15,2024-04-26,15698397,12479851,32257486,1.0,25.79,Barrick Gold Corp.
ABX.TO,GOLD,2024-04-30,2024-05-13,16296186,15698397,28256413,1.0,3.81,Barrick Gold Corp.
ABX.TO,GOLD,2024-05-15,2024-05-28,14650599,16296186,17342999,1.0,-10.1,Barrick Gold Corp.
ABX.TO,GOLD,2024-05-31,2024-06-13,14963080,14650599,17855805,1.0,2.13,Barrick Gold Corp.
ABX.TO,GOLD,2024-06-14,2024-06-27,12105450,14963080,23138392,1.0,-19.1,Barrick Gold Corp.
ABX.TO,GOLD,2024-06-28,2024-07-11,13296941,12105450,20105931,1.0,9.84,Barrick Gold Corp.
ABX.TO,GOLD,2024-07-15,2024-07-26,13849044,13296941,19665434,1.0,4.15,Barrick Gold Corp.
ABX.TO,GOLD,2024-07-31,2024-08-13,13963195,13849044,20988239,1.0,0.82,Barrick Gold Corp.
ABX.TO,GOLD,2024-08-15,2024-08-28,14012800,13963195,23738252,1.0,0.36,Barrick Gold Corp.
ABX.TO,GOLD,2024-08-30,2024-09-12,16833156,14012800,19239249,1.0,20.13,Barrick Gold Corp.
ABX.TO,GOLD,2024-09-13,2024-09-26,15847530,16833156,16492491,1.0,-5.86,Barrick Gold Corp.
ABX.TO,GOLD,2024-09-30,2024-10-11,11130733,15847530,20735988,1.0,-29.76,Barrick Gold Corp.
ABX.TO,GOLD,2024-10-15,2024-10-28,11035238,11130733,16053565,1.0,-0.86,Barrick Gold Corp.
ABX.TO,GOLD,2024-10-31,2024-11-13,17881606,11035238,23156695,1.0,62.04,Barrick Gold Corp.
ABX.TO,GOLD,2024-11-15,2024-11-28,15209727,17881606,25968218,1.0,-14.94,Barrick Gold Corp.
ABX.TO,GOLD,2024-11-29,2024-12-12,20404306,15209727,24357306,1.0,34.15,Barrick Gold Corp.
ABX.TO,GOLD,2024-12-13,2024-12-26,14906047,20404306,18528105,1.0,-26.95,Barrick Gold Corp.
ABX.TO,GOLD,2024-12-31,2025-01-13,14506685,14906047,17602324,1.0,-2.68,Barrick Gold Corp.
ABX.TO,GOLD,2025-01-15,2025-01-28,19574142,14506685,16487319,1.19,34.93,Barrick Gold Corp.
ABX.TO,GOLD,2025-01-31,2025-02-13,15707234,19574142,21369251,1.0,-19.76,Barrick Gold Corp.
ABX.TO,GOLD,2025-02-14,2025-02-27,15846239,15707234,27191253,1.0,0.88,Barrick Gold Corp.
ABX.TO,GOLD,2025-02-28,2025-03-13,16149111,15846239,29998362,1.0,1.91,Barrick Gold Corp.
ABX.TO,GOLD,2025-03-14,2025-03-27,15323494,16149111,23741003,1.0,-5.11,Barrick Gold Corp.
ABX.TO,GOLD,2025-03-31,2025-04-11,14550016,15323494,20143998,1.0,-5.05,Barrick Gold Corp.
ABX.TO,GOLD,2025-04-15,2025-04-28,14639980,14550016,30609886,1.0,0.62,Barrick Gold Corp.
ABX.TO,GOLD,2025-04-30,2025-05-13,14916196,14639980,22443337,1.0,1.89,Barrick Gold Corp.
ABX.TO,B,2025-05-15,2025-05-28,16190341,14916196,21450377,1.0,8.54,Barrick Mining Corporation
ABX.TO,B,2025-05-30,2025-06-12,12647084,16190341,13061549,1.0,-21.89,Barrick Mining Corporation
ABX.TO,B,2025-06-13,2025-06-26,17181592,12647084,18730380,1.0,35.85,Barrick Mining Corporation
ABX.TO,B,2025-06-30,2025-07-11,18305861,17181592,15174968,1.21,6.54,Barrick Mining Corporation
ABX.TO,B,2025-07-15,2025-07-28,15030780,18305861,9279717,1.62,-17.89,Barrick Mining Corporation
ABX.TO,B,2025-07-31,2025-08-13,16429035,15030780,10839170,1.52,9.3,Barrick Mining Corporation
ABX.TO,B,2025-08-15,2025-08-28,15426126,16429035,14953389,1.03,-6.1,Barrick Mining Corporation
ABX.TO,B,2025-08-29,2025-09-11,26991617,15426126,16747262,1.61,74.97,Barrick Mining Corporation
ABX.TO,B,2025-09-15,2025-09-26,25193109,26991617,18885657,1.33,-6.66,Barrick Mining Corporation
ABX.TO,B,2025-09-30,2025-10-13,19530738,25193109,36422973,1.0,-22.48,Barrick Mining Corporation
ABX.TO,B,2025-10-15,2025-10-28,19264696,19530738,17682884,1.09,-1.36,Barrick Mining Corporation
ABX.TO,B,2025-10-31,2025-11-13,17227136,19264696,20236961,1.0,-10.58,Barrick Mining Corporation
ABX.TO,B,2025-11-14,2025-11-27,18948459,17227136,17090741,1.11,9.99,Barrick Mining Corporation
ABX.TO,B,2025-11-28,2025-12-11,25177042,18648769,20736417,1.21,35.01,Barrick Mining Corporation
ABX.TO,B,2025-12-15,2025-12-26,15503314,25177042,13908105,1.11,-38.42,Barrick Mining Corporation
ABX.TO,B,2025-12-31,2026-01-13,15499626,15503314,10503706,1.48,-0.02,Barrick Mining Corporation
ABX.TO,B,2026-01-15,2026-01-28,22745422,15499626,13227275,1.72,46.75,Barrick Mining Corporation
ABX.TO,B,2026-01-30,2026-02-12,20640005,22745422,19355656,1.07,-9.26,Barrick Mining Corporation
ABX.TO,B,2026-02-13,2026-02-26,17803933,20640005,18782895,1.0,-13.74,Barrick Mining Corporation
ABX.TO,B,2026-02-27,2026-03-12,42580859,17803933,14671918,2.9,139.17,Barrick Mining Corporation
ABX.TO,B,2026-03-13,2026-03-26,20042378,42580859,13063827,1.53,-52.93,Barrick Mining Corporation
ABX.TO,B,2026-03-31,2026-04-13,12553466,20042378,17450443,1.0,-37.37,Barrick Mining Corporation
ABX.TO,B,2026-04-15,2026-04-28,12227567,12553466,10310374,1.19,-2.6,Barrick Mining Corporation
ABX.TO,B,2026-04-30,2026-05-13,11533294,12227567,10978395,1.05,-5.68,Barrick Mining Corporation
ABX.TO,B,2026-05-15,2026-05-28,13519780,11533294,14793708,1.0,17.22,Barrick Mining Corporation
ABX.TO,B,2026-05-29,2026-06-11,18720730,13519780,12079171,1.55,38.47,Barrick Mining Corporation
ABX.TO,B,2026-06-15,2026-06-26,16951050,18720730,13932606,1.22,-9.45,Barrick Mining Corporation
ABX.TO,B,2026-06-30,2026-07-13,12543159,16951050,11124013,1.13,-26.0,Barrick Mining Corporation
ABX.TO,B,2026-07-15,2026-07-28,16615786,12543159,8152516,2.04,32.47,Barrick Mining Corporation
ABX.TO,B,2026-07-31,2026-08-13,15475095,16615786,7749325,2.0,-6.87,Barrick Mining Corporation
ABX.TO,B,2026-08-14,2026-08-27,22075894,15475095,12986494,1.7,42.65,Barrick Mining Corporation
AEM.TO,AEM,2017-12-29,2018-01-11,1332343,1623378,1028240,1.3,-17.93,Agnico Eagle Mines Ltd.
AEM.TO,AEM,2018-01-12,2018-01-25,1566910,1332343,1039711,1.51,17.61,Agnico Eagle Mines Ltd.
AEM.TO,AEM,2018-01-31,2018-02-13,1850950,1566910,1307563,1.42,18.13,Agnico Eagle Mines Ltd.
AEM.TO,AEM,2018-02-15,2018-02-28,1925119,1850950,1675707,1.15,4.01,Agnico Eagle Mines Ltd.
AEM.TO,AEM,2018-02-28,2018-03-13,2241036,1925119,2042982,1.1,16.41,Agnico Eagle Mines Ltd.
AEM.TO,AEM,2018-03-15,2018-03-28,2155408,2241036,1314629,1.64,-3.82,Agnico Eagle Mines Ltd.
AEM.TO,AEM,2018-03-29,2018-04-11,3502817,2155408,1544147,2.27,62.51,Agnico Eagle Mines Ltd.
AEM.TO,AEM,2018-04-13,2018-04-26,4159088,3502817,1417256,2.93,18.74,Agnico Eagle Mines Ltd.
AEM.TO,AEM,2018-04-30,2018-05-11,3188571,4159088,1358395,2.35,-23.33,Agnico Eagle Mines Ltd.
AEM.TO,AEM,2018-05-15,2018-05-28,3039807,3188571,1064481,2.86,-4.67,Agnico Eagle Mines Ltd.
AEM.TO,AEM,2018-05-31,2018-06-13,3737485,3039807,936641,3.99,22.95,Agnico Eagle Mines Ltd.
AEM.TO,AEM,2018-06-15,2018-06-28,3760030,3737485,1154796,3.26,0.6,Agnico Eagle Mines Ltd.
AEM.TO,AEM,2018-06-29,2018-07-12,3166272,3760030,1063258,2.98,-15.79,Agnico Eagle Mines Ltd.
AEM.TO,AEM,2018-07-13,2018-07-26,3166304,3166272,956893,3.31,0.0,Agnico Eagle Mines Ltd.
AEM.TO,AEM,2018-07-31,2018-08-13,3079303,3166304,1182279,2.6,-2.75,Agnico Eagle Mines Ltd.
AEM.TO,AEM,2018-08-15,2018-08-28,3641592,3079303,1339958,2.72,18.26,Agnico Eagle Mines Ltd.
AEM.TO,AEM,2018-08-31,2018-09-13,5178677,3641592,1587792,3.26,42.21,Agnico Eagle Mines Ltd.
AEM.TO,AEM,2018-09-14,2018-09-27,4948922,5178677,1846122,2.68,-4.44,Agnico Eagle Mines Ltd.
AEM.TO,AEM,2018-09-28,2018-10-11,6986344,4948922,1751738,3.99,41.17,Agnico Eagle Mines Ltd.
AEM.TO,AEM,2018-10-15,2018-10-26,7042888,6986344,1952820,3.61,0.81,Agnico Eagle Mines Ltd.
AEM.TO,AEM,2018-10-31,2018-11-13,6529236,7042888,2118285,3.08,-7.29,Agnico Eagle Mines Ltd.
AEM.TO,AEM,2018-11-15,2018-11-28,4838312,6529236,1338204,3.62,-25.9,Agnico Eagle Mines Ltd.
AEM.TO,AEM,2018-11-30,2018-12-13,4338053,4838312,1198506,3.62,-10.34,Agnico Eagle Mines Ltd.
AEM.TO,AEM,2018-12-14,2018-12-27,5250232,4338053,1911960,2.75,21.03,Agnico Eagle Mines Ltd.
AEM.TO,AEM,2018-12-31,2019-01-11,5753766,5250232,2128219,2.7,9.59,Agnico Eagle Mines Ltd.
AEM.TO,AEM,2019-01-15,2019-01-28,6602507,5753766,1551529,4.26,14.75,Agnico Eagle Mines Ltd.
AEM.TO,AEM,2019-01-31,2019-02-13,5955387,6602507,1191632,5.0,-9.8,Agnico Eagle Mines Ltd.
AEM.TO,AEM,2019-02-15,2019-02-28,5899077,5955387,973530,6.06,-0.95,Agnico Eagle Mines Ltd.
AEM.TO,AEM,2019-02-28,2019-03-13,5793902,5899077,1433158,4.04,-1.78,Agnico Eagle Mines Ltd.
AEM.TO,AEM,2019-03-15,2019-03-28,6353246,5793902,1435760,4.43,9.65,Agnico Eagle Mines Ltd.
AEM.TO,AEM,2019-03-29,2019-04-11,6067214,6353246,1114958,5.44,-4.5,Agnico Eagle Mines Ltd.
AEM.TO,AEM,2019-04-15,2019-04-26,5196802,6067214,1242423,4.18,-14.35,Agnico Eagle Mines Ltd.
AEM.TO,AEM,2019-04-30,2019-05-13,5186885,5196802,1553461,3.34,-0.19,Agnico Eagle Mines Ltd.
AEM.TO,AEM,2019-05-15,2019-05-28,5492410,5186885,1164833,4.72,5.89,Agnico Eagle Mines Ltd.
AEM.TO,AEM,2019-05-31,2019-06-13,5748273,5492410,1265356,4.54,4.66,Agnico Eagle Mines Ltd.
AEM.TO,AEM,2019-06-14,2019-06-27,5520920,5748473,1156709,4.77,-3.96,Agnico Eagle Mines Ltd.
AEM.TO,AEM,2019-06-28,2019-07-11,5606246,5520920,1974699,2.84,1.55,Agnico Eagle Mines Ltd.
AEM.TO,AEM,2019-07-15,2019-07-26,5281110,5606246,1103038,4.79,-5.8,Agnico Eagle Mines Ltd.
AEM.TO,AEM,2019-07-31,2019-08-13,4510615,5281110,1614041,2.79,-14.59,Agnico Eagle Mines Ltd.
AEM.TO,AEM,2019-08-15,2019-08-28,5454505,4510615,1935491,2.82,20.93,Agnico Eagle Mines Ltd.
AEM.TO,AEM,2019-08-30,2019-09-12,5442616,5454505,1315668,4.14,-0.22,Agnico Eagle Mines Ltd.
AEM.TO,AEM,2019-09-13,2019-09-26,5089927,5442616,2014333,2.53,-6.48,Agnico Eagle Mines Ltd.
AEM.TO,AEM,2019-09-30,2019-10-11,5541728,5089927,1545464,3.59,8.88,Agnico Eagle Mines Ltd.
AEM.TO,AEM,2019-10-15,2019-10-28,5052485,5541728,1348887,3.75,-8.83,Agnico Eagle Mines Ltd.
AEM.TO,AEM,2019-10-31,2019-11-13,4955642,5052485,1497708,3.31,-1.92,Agnico Eagle Mines Ltd.
AEM.TO,AEM,2019-11-15,2019-11-28,5265366,4955642,1208304,4.36,6.25,Agnico Eagle Mines Ltd.
AEM.TO,AEM,2019-11-29,2019-12-12,4964506,5265366,1051632,4.72,-5.71,Agnico Eagle Mines Ltd.
AEM.TO,AEM,2019-12-13,2019-12-26,4125307,4964506,1032376,4.0,-16.9,Agnico Eagle Mines Ltd.
AEM.TO,AEM,2019-12-31,2020-01-13,3751621,4125307,771203,4.86,-9.06,Agnico Eagle Mines Ltd.
AEM.TO,AEM,2020-01-15,2020-01-28,3869139,3751621,1619936,2.39,3.13,Agnico Eagle Mines Ltd.
AEM.TO,AEM,2020-01-31,2020-02-13,3749501,3976045,1131874,3.31,-5.7,Agnico Eagle Mines Ltd.
AEM.TO,AEM,2020-02-14,2020-02-27,3269023,3749501,877855,3.72,-12.81,Agnico Eagle Mines Ltd.
AEM.TO,AEM,2020-02-28,2020-03-12,3696006,3269023,3452662,1.07,13.06,Agnico Eagle Mines Ltd.
