issued,ticker,action,basis,horizon_days,px_at_advice,px_at_horizon,move_pct,judged,note
2026-09-08,ZYME,EXIT,close on PDUFA outcome 2026-08-25,5,28.6800,,,,PDUFA 2026-08-25
