kind,cik,date,name,sic,accession,ticker
APPROVAL,1526119,2025-05-08,"Verastem, Inc.  (VSTM)",2834,0001104659-25-046175,VSTM
APPROVAL,886163,2025-05-08,"LIGAND PHARMACEUTICALS INC  (LGND, LGNDZ, LGNXZ, LGNYZ, LGNZZ)",2834,0000886163-25-000033,LGNZZ
APPROVAL,1000694,2025-05-19,NOVAVAX INC  (NVAX),2836,0001104659-25-050226,NVAX
APPROVAL,1659323,2025-05-19,Iterum Therapeutics plc  (ITRM),2834,0000950170-25-073950,
APPROVAL,1719406,2025-05-21,"NRX Pharmaceuticals, Inc.  (NRXP, NRXPW)",2834,0001437749-25-018000,NRXP
APPROVAL,1819576,2025-05-23,Liquidia Corp  (LQDA),2834,0001104659-25-052454,LQDA
APPROVAL,1819576,2025-06-02,Liquidia Corp  (LQDA),2834,0001104659-25-055180,LQDA
APPROVAL,1783183,2025-06-06,"Phathom Pharmaceuticals, Inc.  (PHAT)",2834,0001193125-25-137094,PHAT
APPROVAL,1811063,2025-06-11,"Nuvation Bio Inc.  (NUVB, NUVB-WT)",2834,0001193125-25-139164,NUVB
APPROVAL,1348911,2025-07-07,"KalVista Pharmaceuticals, Inc.  (KALV)",2834,0001193125-25-155885,
APPROVAL,1721484,2025-07-09,Longeveron Inc.  (LGVN),2834,0001213900-25-062337,LGVN
APPROVAL,1348911,2025-07-10,"KalVista Pharmaceuticals, Inc.  (KALV)",2834,0001193125-25-157382,
CRL,1133869,2025-07-11,"CAPRICOR THERAPEUTICS, INC.  (CAPR)",2834,0001558370-25-009186,CAPR
APPROVAL,1070081,2025-07-28,"PTC THERAPEUTICS, INC.  (PTCT)",2834,0001558370-25-009663,PTCT
APPROVAL,310158,2025-07-29,"Merck & Co., Inc.  (MRK)",2834,0001104659-25-071380,MRK
APPROVAL,874015,2025-07-30,IONIS PHARMACEUTICALS INC  (IONS),2834,0001140361-25-027949,IONS
APPROVAL,897448,2025-07-30,AMARIN CORP PLC\UK  (AMRN),2834,0000950170-25-099878,AMRN
APPROVAL,1682852,2025-08-01,"Moderna, Inc.  (MRNA)",2836,0001682852-25-000041,MRNA
APPROVAL,1759425,2025-08-06,"Mirum Pharmaceuticals, Inc.  (MIRM)",2834,0001759425-25-000040,MIRM
APPROVAL,1710340,2025-08-07,"Eton Pharmaceuticals, Inc.  (ETON)",2834,0001437749-25-025438,ETON
APPROVAL,1104506,2025-08-12,INSMED Inc  (INSM),2834,0001140361-25-030537,INSM
APPROVAL,318306,2025-08-14,ABEONA THERAPEUTICS INC.  (ABEO),2834,0001641172-25-023715,ABEO
CRL,1070081,2025-08-19,"PTC THERAPEUTICS, INC.  (PTCT)",2834,0001558370-25-011658,PTCT
APPROVAL,874015,2025-08-21,IONIS PHARMACEUTICALS INC  (IONS),2834,0001140361-25-032176,IONS
APPROVAL,1000694,2025-08-27,NOVAVAX INC  (NVAX),2836,0001104659-25-084049,NVAX
APPROVAL,1919246,2025-09-03,Pelthos Therapeutics Inc.  (PTHS),2836,0001753926-25-001425,PTHS
APPROVAL,1348911,2025-09-11,"KalVista Pharmaceuticals, Inc.  (KALV)",2834,0001193125-25-200742,
APPROVAL,1367644,2025-09-11,Emergent BioSolutions Inc.  (EBS),2834,0001367644-25-000188,EBS
APPROVAL,879407,2025-09-12,"ARROWHEAD PHARMACEUTICALS, INC.  (ARWR)",2834,0000879407-25-000010,ARWR
APPROVAL,1919246,2025-09-16,Pelthos Therapeutics Inc.  (PTHS),2836,0001753926-25-001500,PTHS
APPROVAL,1430306,2025-09-18,Tonix Pharmaceuticals Holding Corp.  (TNXP),2834,0001999371-25-013498,TNXP
APPROVAL,1590560,2025-09-24,uniQure N.V.  (QURE),2834,0001104659-25-092750,QURE
APPROVAL,1430306,2025-09-29,Tonix Pharmaceuticals Holding Corp.  (TNXP),2834,0001999371-25-014108,TNXP
APPROVAL,1430306,2025-09-30,Tonix Pharmaceuticals Holding Corp.  (TNXP),2834,0001999371-25-014216,TNXP
APPROVAL,1567892,2025-10-06,Mallinckrodt plc,2834,0001104659-25-096956,
APPROVAL,1395937,2025-10-24,Syndax Pharmaceuticals Inc  (SNDX),2834,0001193125-25-250052,SNDX
APPROVAL,874015,2025-10-29,IONIS PHARMACEUTICALS INC  (IONS),2834,0001140361-25-039650,IONS
APPROVAL,897448,2025-10-29,AMARIN CORP PLC\UK  (AMRN),2834,0001193125-25-254620,AMRN
APPROVAL,1104506,2025-10-30,INSMED Inc  (INSM),2834,0001140361-25-039789,INSM
APPROVAL,310158,2025-10-30,"Merck & Co., Inc.  (MRK)",2834,0001104659-25-103974,MRK
APPROVAL,1498382,2025-11-03,"TuHURA Biosciences, Inc./NV  (HURA)",2834,0001193125-25-262562,HURA
APPROVAL,1759425,2025-11-04,"Mirum Pharmaceuticals, Inc.  (MIRM)",2834,0001759425-25-000053,MIRM
APPROVAL,1815776,2025-11-05,"LENZ Therapeutics, Inc.  (LENZ)",2836,0001815776-25-000069,LENZ
APPROVAL,818686,2025-11-05,"TEVA PHARMACEUTICAL INDUSTRIES LTD  (TEVA, TEVJF)",2834,0001171843-25-007000,TEVJF
APPROVAL,1396814,2025-11-06,"Pacira BioSciences, Inc.  (PCRX)",2834,0001628280-25-050145,PCRX
APPROVAL,886163,2025-11-06,"LIGAND PHARMACEUTICALS INC  (LGND, LGNDZ, LGNXZ, LGNYZ, LGNZZ)",2834,0000886163-25-000058,LGNZZ
APPROVAL,1430306,2025-11-10,Tonix Pharmaceuticals Holding Corp.  (TNXP),2834,0001999371-25-017369,TNXP
APPROVAL,1919246,2025-11-13,Pelthos Therapeutics Inc.  (PTHS),2836,0001753926-25-001766,PTHS
APPROVAL,879407,2025-11-18,"ARROWHEAD PHARMACEUTICALS, INC.  (ARWR)",2834,0000879407-25-000019,ARWR
APPROVAL,879407,2025-11-25,"ARROWHEAD PHARMACEUTICALS, INC.  (ARWR)",2834,0000879407-25-000027,ARWR
APPROVAL,1506251,2025-12-01,"Citius Pharmaceuticals, Inc.  (CTXR)",2834,0001213900-25-116760,CTXR
APPROVAL,1851484,2025-12-01,"CITIUS ONCOLOGY, INC.  (CTOR)",2834,0001213900-25-116764,CTOR
APPROVAL,1367644,2025-12-12,Emergent BioSolutions Inc.  (EBS),2834,0001367644-25-000207,EBS
APPROVAL,882796,2025-12-12,BIOCRYST PHARMACEUTICALS INC  (BCRX),2836,0001171843-25-007909,BCRX
APPROVAL,1408443,2025-12-15,Milestone Pharmaceuticals Inc.  (MIST),2834,0001104659-25-120904,MIST
APPROVAL,1583648,2025-12-15,"PALVELLA THERAPEUTICS, INC.  (PVLA)",2834,0001104659-25-120789,PVLA
APPROVAL,1061983,2025-12-19,CYTOKINETICS INC  (CYTK),2834,0001193125-25-326778,CYTK
APPROVAL,1285819,2025-12-29,OMEROS CORP  (OMER),2834,0001437749-25-038758,OMER
APPROVAL,1347178,2025-12-31,Vanda Pharmaceuticals Inc.  (VNDA),2834,0001628280-25-059155,VNDA
APPROVAL,1658247,2026-01-05,"Crinetics Pharmaceuticals, Inc.  (CRNX)",2834,0001193125-26-002368,CRNX
APPROVAL,1408443,2026-01-06,Milestone Pharmaceuticals Inc.  (MIST),2834,0001104659-26-001099,MIST
APPROVAL,1649904,2026-01-09,"RHYTHM PHARMACEUTICALS, INC.  (RYTM)",2834,0001628280-26-001459,RYTM
APPROVAL,1759425,2026-01-12,"Mirum Pharmaceuticals, Inc.  (MIRM)",2834,0001759425-26-000004,MIRM
APPROVAL,1429260,2026-01-13,"Fortress Biotech, Inc.  (FBIO, FBIOP)",2834,0001104659-26-003121,FBIOP
APPROVAL,1408443,2026-01-26,Milestone Pharmaceuticals Inc.  (MIST),2834,0001104659-26-006483,MIST
CRL,1398733,2026-02-02,"Aquestive Therapeutics, Inc.  (AQST)",2834,0001398733-26-000005,AQST
APPROVAL,879407,2026-02-05,"ARROWHEAD PHARMACEUTICALS, INC.  (ARWR)",2834,0000879407-26-000033,ARWR
CRL,1590877,2026-02-10,REGENXBIO Inc.  (RGNX),2836,0001193125-26-043342,RGNX
APPROVAL,1347178,2026-02-23,Vanda Pharmaceuticals Inc.  (VNDA),2834,0001628280-26-010376,VNDA
APPROVAL,1759425,2026-02-25,"Mirum Pharmaceuticals, Inc.  (MIRM)",2834,0001759425-26-000010,MIRM
APPROVAL,897448,2026-02-25,AMARIN CORP PLC\UK  (AMRN),2834,0001193125-26-068511,AMRN
APPROVAL,1396814,2026-02-26,"Pacira BioSciences, Inc.  (PCRX)",2834,0001628280-26-012238,PCRX
APPROVAL,1398733,2026-03-04,"Aquestive Therapeutics, Inc.  (AQST)",2834,0001398733-26-000016,AQST
APPROVAL,1211583,2026-03-16,FENNEC PHARMACEUTICALS INC.  (FENC),2836,0001104659-26-028595,FENC
CRL,1341235,2026-03-17,"Aldeyra Therapeutics, Inc.  (ALDX)",2834,0001193125-26-109511,ALDX
APPROVAL,1818382,2026-03-19,"Humacyte, Inc.  (HUMA, HUMAW)",2836,0001104659-26-031780,HUMAW
APPROVAL,1408443,2026-03-20,Milestone Pharmaceuticals Inc.  (MIST),2834,0001104659-26-032427,MIST
APPROVAL,1649904,2026-03-20,"RHYTHM PHARMACEUTICALS, INC.  (RYTM)",2834,0001628280-26-019995,RYTM
APPROVAL,1088856,2026-03-25,CORCEPT THERAPEUTICS INC  (CORT),2834,0001193125-26-123543,CORT
APPROVAL,1281895,2026-03-27,"ROCKET PHARMACEUTICALS, INC.  (RCKT, RCKTW)",2834,0001140361-26-011573,RCKTW
APPROVAL,1583648,2026-03-31,"PALVELLA THERAPEUTICS, INC.  (PVLA)",2834,0001193125-26-133332,PVLA
CRL,1737953,2026-04-13,"Replimune Group, Inc.  (REPL)",2836,0001104659-26-042141,REPL
APPROVAL,1438533,2026-04-14,"Travere Therapeutics, Inc.  (TVTX)",2834,0001438533-26-000032,TVTX
APPROVAL,949858,2026-04-16,"ACHIEVE LIFE SCIENCES, INC.  (ACHV)",2835,0001193125-26-159189,ACHV
CRL,1551152,2026-04-29,AbbVie Inc.  (ABBV),2834,0001551152-26-000013,ABBV
APPROVAL,818686,2026-04-29,"TEVA PHARMACEUTICAL INDUSTRIES LTD  (TEVA, TEVJF)",2834,0001171843-26-002796,TEVJF
APPROVAL,897448,2026-04-29,AMARIN CORP PLC\UK  (AMRN),2834,0001193125-26-188935,AMRN
APPROVAL,1579428,2026-04-30,"Axsome Therapeutics, Inc.  (AXSM)",2834,0001193125-26-197857,AXSM
APPROVAL,1618835,2026-04-30,"Evofem Biosciences, Inc.  (EVFM)",2834,0001493152-26-020417,EVFM
CRL,1341235,2026-05-01,"Aldeyra Therapeutics, Inc.  (ALDX)",2834,0001193125-26-199157,ALDX
APPROVAL,1655759,2026-05-01,"ARVINAS, INC.  (ARVN)",2834,0001628280-26-029210,ARVN
APPROVAL,1368514,2026-05-04,"ADMA BIOLOGICS, INC.  (ADMA)",2836,0001140361-26-018667,ADMA
APPROVAL,1649904,2026-05-05,"RHYTHM PHARMACEUTICALS, INC.  (RYTM)",2834,0001628280-26-030136,RYTM
APPROVAL,1759425,2026-05-06,"Mirum Pharmaceuticals, Inc.  (MIRM)",2834,0001759425-26-000036,MIRM
APPROVAL,1583648,2026-05-07,"PALVELLA THERAPEUTICS, INC.  (PVLA)",2834,0001193125-26-210605,PVLA
APPROVAL,887359,2026-05-07,Vericel Corp  (VCEL),2836,0001628280-26-031713,VCEL
APPROVAL,1655759,2026-05-12,"ARVINAS, INC.  (ARVN)",2834,0001628280-26-033875,ARVN
APPROVAL,1725160,2026-05-12,"Zentalis Pharmaceuticals, Inc.  (ZNTL)",2834,0001725160-26-000041,ZNTL
APPROVAL,1398733,2026-05-13,"Aquestive Therapeutics, Inc.  (AQST)",2834,0001398733-26-000029,AQST
APPROVAL,1710340,2026-05-14,"Eton Pharmaceuticals, Inc.  (ETON)",2834,0001437749-26-017063,ETON
APPROVAL,1701108,2026-06-22,"Spero Therapeutics, Inc.  (SPRO)",2834,0001193125-26-277506,SPRO
APPROVAL,874015,2026-06-24,IONIS PHARMACEUTICALS INC  (IONS),2834,0001140361-26-026232,IONS
APPROVAL,1430306,2026-06-29,Tonix Pharmaceuticals Holding Corp.  (TNXP),2834,0001493152-26-030408,TNXP
APPROVAL,1590750,2026-06-29,"Viridian Therapeutics, Inc.\DE  (VRDN)",2834,0001193125-26-286273,VRDN
APPROVAL,1649989,2026-07-24,"Outlook Therapeutics, Inc.  (OTLK)",2836,0001104659-26-086685,OTLK
APPROVAL,1088856,2026-07-29,CORCEPT THERAPEUTICS INC  (CORT),2834,0001628280-26-050607,CORT
APPROVAL,897448,2026-07-29,AMARIN CORP PLC\UK  (AMRN),2834,0001193125-26-323841,AMRN
APPROVAL,1583648,2026-08-04,"PALVELLA THERAPEUTICS, INC.  (PVLA)",2834,0001193125-26-331556,PVLA
APPROVAL,1649904,2026-08-04,"RHYTHM PHARMACEUTICALS, INC.  (RYTM)",2834,0001628280-26-052170,RYTM
APPROVAL,78003,2026-08-04,PFIZER INC  (PFE),2834,0000078003-26-000094,PFE
APPROVAL,1759425,2026-08-05,"Mirum Pharmaceuticals, Inc.  (MIRM)",2834,0001759425-26-000044,MIRM
APPROVAL,1802768,2026-08-05,Royalty Pharma plc  (RPRX),2834,0001802768-26-000014,RPRX
APPROVAL,1159036,2026-08-06,"HALOZYME THERAPEUTICS, INC.  (HALO)",2836,0001159036-26-000103,HALO
APPROVAL,1398733,2026-08-11,"Aquestive Therapeutics, Inc.  (AQST)",2834,0001398733-26-000041,AQST
APPROVAL,1649989,2026-08-12,"Outlook Therapeutics, Inc.  (OTLK)",2836,0001104659-26-094848,OTLK
APPROVAL,1979414,2026-08-12,"NEONC TECHNOLOGIES HOLDINGS, INC.  (NTHI)",2834,0001829126-26-008654,NTHI
APPROVAL,1737953,2026-08-14,"Replimune Group, Inc.  (REPL)",2836,0001104659-26-096483,REPL
APPROVAL,1937653,2026-08-25,Zymeworks Inc.  (ZYME),2834,0001937653-26-000051,ZYME
